ID,Assunto,Corpo,Remetente,Data,Rótulo
01ab8a1b-2996-495e-9a6e-26b4c7594191,Empréstimo rápido e sem burocracia,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,muellercassidy@example.com,2022-08-19,spam
3ab82044-0550-418e-8115-e407a4a8735c,Novo projeto para revisão,Confirmando nossa reunião agendada para o dia 15 de janeiro.,waretimothy@example.net,2020-08-08,não spam
bec7108f-1d99-4ea3-adc8-ced36f1466fc,Relatório financeiro de dezembro,Segue a nota fiscal de compra da última transação.,brockdustin@example.org,2023-11-21,não spam
0a86aea1-0421-4759-8a75-aef25d141883,Ganhe dinheiro fácil!,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,youngelizabeth@example.com,2022-05-30,spam
9179daa7-e614-4af5-b008-e59003a0b29a,Seu cartão de crédito foi aprovado,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,felliott@example.net,2021-03-16,spam
90e42ea5-cf58-418b-b797-030867f10a5b,Novo projeto para revisão,Segue a agenda da reunião de sexta-feira.,hannahramirez@example.net,2023-04-27,não spam
e2bf2e8a-143f-4f31-9de1-4ed36544eed0,Seu cartão de crédito foi aprovado,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,angie27@example.net,2020-05-07,spam
be6250d1-3002-4a60-a151-0b324b431542,Confirmação de reunião,Estou enviando o resumo da reunião de ontem.,rachelstewart@example.com,2020-05-14,não spam
e8d02f5f-e8ed-4cd1-a436-5144022bd118,Seu cartão de crédito foi aprovado,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,freemantammy@example.net,2020-11-25,spam
d9689959-46f2-4b15-8fb2-98925ec43d17,Empréstimo rápido e sem burocracia,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,oking@example.org,2023-04-19,spam
699723e9-a7d0-4ab0-bcf4-317fced17c2c,Oferta imperdível!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,misty33@example.com,2021-05-12,spam
e897bb7f-30cc-4a54-a8b5-6ef76f0eddf9,Confirmação de reunião,Estou enviando o resumo da reunião de ontem.,richard06@example.org,2024-03-17,não spam
d82af4db-f26f-45b0-9e37-99814ed52da6,Oferta imperdível!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,amber03@example.com,2024-01-15,spam
d5bd3e27-fb46-4533-ad5d-557351b91d15,Nota fiscal de compra,"Por favor, veja o relatório de vendas do mês passado.",nfields@example.org,2023-09-30,não spam
b8c4d601-8fb3-4dc5-bb5c-a6206dbb27e3,Confirmação de reunião,"Por favor, revise o documento do novo projeto para aprovação.",xallen@example.net,2021-01-05,não spam
43590da0-61cf-4a2a-aec4-c5062ab44f75,Ganha bitcoins sem sair de casa,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,stephaniegoodwin@example.org,2023-01-22,spam
621f296d-85b3-470c-8780-7d92c2831d06,Nota fiscal de compra,"Por favor, veja o relatório de vendas do mês passado.",crawfordmichael@example.net,2022-05-11,não spam
2880fd5e-f549-4e0b-a92b-2bfecc9eb2e4,Resumo da semana,"Por favor, veja o relatório de vendas do mês passado.",merrittsandra@example.org,2020-03-01,não spam
3e45ef76-55e9-4608-81ae-236143d15292,Nota fiscal de compra,Segue em anexo o relatório financeiro de dezembro para sua revisão.,danielware@example.com,2023-10-09,não spam
72c6e3f9-6e2a-4590-90d3-c101a1db3e2b,Oferta exclusiva para você!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,danielclarke@example.org,2023-11-11,spam
db3d0446-3674-44aa-9644-a6cde5aadb27,Urgente! Atualize sua conta agora!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,jamieshepherd@example.com,2023-12-15,spam
7442dde7-9a19-45ac-a861-411dec822379,Nota fiscal de compra,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,timothymays@example.net,2022-08-25,não spam
49a3dea0-ebd3-4466-9618-8013ff9db828,Confirmação de reunião,Segue em anexo o relatório financeiro de dezembro para sua revisão.,steven03@example.net,2022-06-29,não spam
1f809edb-8317-4d4f-bf38-76de8bc1f227,Empréstimo rápido e sem burocracia,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,andrew80@example.net,2023-01-29,spam
087c2392-a940-41e3-b31d-83c823aa80bd,Novo projeto para revisão,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,david76@example.net,2022-08-21,não spam
54539bd6-32a9-4130-a131-18b7e69ead54,Relatório de vendas,Segue a nota fiscal de compra da última transação.,smithfrances@example.net,2022-10-25,não spam
6195de20-0b59-4efb-b8d1-33138cde1fab,Relatório de vendas,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,uclark@example.com,2024-08-28,não spam
505f3a5f-ff78-47ca-b18b-9c8c3cc254f3,Seu cartão de crédito foi aprovado,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,susanestrada@example.net,2024-11-22,spam
3109a3c6-b06c-4a8d-9201-1750eafedf51,Confirmação de reunião,"Por favor, revise o documento do novo projeto para aprovação.",amanda62@example.com,2024-12-23,não spam
e4c1b4e8-e9d6-40d4-8a0f-d3cc0b3c15c7,Confirmação de reunião,Estou enviando o resumo da reunião de ontem.,stevensjoseph@example.com,2023-09-21,não spam
dacadee4-72a3-4962-a420-bbb72e2ff90b,Confirmação de reunião,"Por favor, revise o documento do novo projeto para aprovação.",amanda17@example.com,2020-10-02,não spam
304b3f04-83d1-4e11-b158-57da81cf4f8e,Ganha bitcoins sem sair de casa,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,diana13@example.com,2022-04-02,spam
250a0e91-e546-4da6-a4a3-1b0d8e8914b9,Seu cartão de crédito foi aprovado,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,brianadiaz@example.com,2024-08-30,spam
e8d6bc8f-c5d2-409b-b90d-ab0062eeae1a,Oferta imperdível!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,williammyers@example.com,2023-04-23,spam
d1ff8d22-d3b6-41c8-80b8-046dad4b85a3,Oferta exclusiva para você!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,robertfrench@example.org,2023-11-12,spam
23726152-cda3-4581-b609-1ec805d4a77e,Relatório financeiro de dezembro,Segue a nota fiscal de compra da última transação.,lanetamara@example.net,2024-10-11,não spam
f2eccece-670e-404a-b61f-8e7389491104,Nota fiscal de compra,Segue a nota fiscal de compra da última transação.,timothyjones@example.org,2024-09-20,não spam
78cf6b7c-eb0c-4b77-b745-3b156979265e,Confirmação de reunião,"Por favor, revise o documento do novo projeto para aprovação.",joshua70@example.org,2024-07-18,não spam
98a4d953-432d-4113-b886-4ff9426e2e3a,Urgente! Atualize sua conta agora!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,elizabeth59@example.net,2021-07-17,spam
990eb8a3-2e2c-4525-a6bd-dfba44728453,Convite para reunião,"Por favor, veja o relatório de vendas do mês passado.",barbara36@example.net,2020-10-03,não spam
e6f1fd7a-0bf2-46fd-8f30-aed89fafc7d0,Resumo da semana,"Por favor, revise o documento do novo projeto para aprovação.",zspencer@example.com,2022-06-07,não spam
7f923657-556f-4a6b-bba8-7c0292c04363,Relatório de vendas,Segue a nota fiscal de compra da última transação.,william39@example.org,2022-10-27,não spam
58d8d272-769a-463f-8f30-2d2027e01177,Relatório de vendas,"Por favor, veja o relatório de vendas do mês passado.",tlloyd@example.com,2023-07-12,não spam
b3f83c33-e832-4064-910d-8d81fbfa5b89,Resumo da semana,Segue a agenda da reunião de sexta-feira.,william85@example.com,2020-11-08,não spam
de03cf5d-f786-4b7c-b6f5-2783babddcc4,Relatório financeiro de dezembro,Segue a agenda da reunião de sexta-feira.,mark04@example.org,2020-03-05,não spam
c97b47c4-08b9-4519-b98d-5afcf90e2f5c,Oferta exclusiva para você!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,john42@example.com,2023-09-20,spam
2af6f749-8fba-43dd-bf12-72cec4892c74,Resumo da semana,"Por favor, veja o relatório de vendas do mês passado.",ehodges@example.org,2024-12-26,não spam
81a33387-35e6-423c-a294-8b8294799c15,Ganhe dinheiro fácil!,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,allenshannon@example.com,2024-04-10,spam
0d89ec5e-92b9-4222-9e3c-c40c84bbafd0,Relatório financeiro de dezembro,Segue a agenda da reunião de sexta-feira.,fordheather@example.net,2024-09-01,não spam
c31f4f22-1d41-4e25-ab24-20a9aaf7bee0,Urgente! Atualize sua conta agora!,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,derrick70@example.net,2022-02-09,spam
b62f7304-523f-450c-b64e-4fc3a8482bc4,Convite para reunião,"Por favor, revise o documento do novo projeto para aprovação.",petersendawn@example.com,2021-07-10,não spam
f11c15d8-1978-44f1-b8e1-f4a15ed0ee7b,Ganha bitcoins sem sair de casa,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,dsmith@example.net,2022-06-28,spam
3450c500-7391-4a48-9e31-c31beeea7fd1,Urgente! Atualize sua conta agora!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,charlescrosby@example.net,2021-07-27,spam
efde8b75-205b-454d-a2fe-509d9d73010e,Relatório de vendas,Estou enviando o resumo da reunião de ontem.,cwalker@example.net,2022-08-24,não spam
799bf653-dd57-4141-8495-7ccf1869f73f,Confirmação de reunião,"Por favor, revise o documento do novo projeto para aprovação.",guerrerobrandon@example.net,2020-08-24,não spam
3c982b9e-7f6d-429b-84a4-1b28e69ef245,Nota fiscal de compra,Confirmando nossa reunião agendada para o dia 15 de janeiro.,nathancrawford@example.org,2023-05-01,não spam
6e523fbf-0813-4abc-a4b0-81b08d5e4e11,Oferta exclusiva para você!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,neildavis@example.com,2020-02-23,spam
07ca8e4f-0275-44e3-9ebf-4ee232077560,Resumo da semana,Confirmando nossa reunião agendada para o dia 15 de janeiro.,rodneymayo@example.net,2020-10-29,não spam
ca7563d8-55e9-40c0-b183-78fdbc897f0a,Oferta exclusiva para você!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,briannawilson@example.org,2021-01-07,spam
642b3fb5-2a8e-45fb-8c02-9061398f2794,Relatório financeiro de dezembro,Confirmando nossa reunião agendada para o dia 15 de janeiro.,elizabethpena@example.net,2023-09-10,não spam
1b1e5bc3-66c7-46c8-b2f9-5c7b0a3143e1,Relatório de vendas,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,brandonhall@example.net,2022-03-07,não spam
635d3f8b-1069-4aed-85d8-b7149056347c,Resumo da semana,"Por favor, veja o relatório de vendas do mês passado.",jonathon56@example.net,2023-08-26,não spam
610f9bbc-c986-448a-9dcb-2d398532ade8,Seu cartão de crédito foi aprovado,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,huangchristopher@example.org,2024-12-17,spam
8e6c5043-16a7-42b0-9804-5fd3cb84567f,Seu cartão de crédito foi aprovado,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,brittany60@example.com,2023-06-05,spam
c327dc0d-b88c-459e-b706-767f5b8e87d6,Relatório financeiro de dezembro,"Por favor, revise o documento do novo projeto para aprovação.",rollinsjay@example.net,2022-07-14,não spam
e483dd1a-fbde-4b4c-853a-91d51373df79,Convite para reunião,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,terrisilva@example.net,2023-03-04,não spam
f8807831-3438-4ced-9f96-34a778cb2cad,Nota fiscal de compra,"Por favor, veja o relatório de vendas do mês passado.",jeremiahobrien@example.net,2021-08-20,não spam
e5e37fe2-4fa4-4b9e-9d10-e7c30e76d98f,Confirmação de reunião,Confirmando nossa reunião agendada para o dia 15 de janeiro.,xsparks@example.net,2023-03-21,não spam
63b1dbe6-3d5a-42f6-8300-0d3b3ad06701,Urgente! Atualize sua conta agora!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,cfrey@example.com,2022-08-17,spam
6101322d-2a19-4d2c-8dc8-1ae8f1a2311a,Seu cartão de crédito foi aprovado,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,sotoevelyn@example.net,2022-02-22,spam
53067bfa-13cc-4979-9fba-444db0c75954,Relatório financeiro de dezembro,"Por favor, veja o relatório de vendas do mês passado.",omontgomery@example.com,2021-09-19,não spam
0a250132-710e-458c-98e4-7804ff2dedff,Urgente! Atualize sua conta agora!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,dylanmoses@example.org,2023-04-28,spam
35eac1b3-507a-4005-951d-decddb080c48,Resumo da semana,Segue a nota fiscal de compra da última transação.,andrea86@example.com,2022-07-17,não spam
38fd7093-bb46-4c97-af19-9836861980e3,Ganha bitcoins sem sair de casa,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,sandra03@example.com,2020-04-10,spam
876d5bd2-7b69-4c9c-85dc-08581916faf8,Confirmação de reunião,Segue em anexo o relatório financeiro de dezembro para sua revisão.,amandarodriguez@example.org,2020-01-14,não spam
d428c870-eec5-4cc7-81cf-6747cd77788d,Nota fiscal de compra,Segue em anexo o relatório financeiro de dezembro para sua revisão.,knightbrandon@example.org,2024-09-19,não spam
3306e0e9-0ef9-4eef-ab03-44e0dc01d629,Resumo da semana,Segue a agenda da reunião de sexta-feira.,dorothysanchez@example.org,2021-11-21,não spam
72844e8e-7567-45f5-b53c-4ce3f0238baf,Relatório financeiro de dezembro,Segue a agenda da reunião de sexta-feira.,torresmonica@example.com,2023-12-01,não spam
2577bdd0-017b-4ff8-aeff-e47b0df5841f,Seu cartão de crédito foi aprovado,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,bowenkara@example.com,2024-06-22,spam
459967d7-cf32-4e8a-9b55-4aaaee165ccd,Relatório de vendas,Segue em anexo o relatório financeiro de dezembro para sua revisão.,adamgillespie@example.org,2020-10-01,não spam
38cec6f6-29c9-443d-a8cf-9ecaaa337c10,Oferta exclusiva para você!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,hwebb@example.net,2021-10-30,spam
11a4b207-b3ba-4446-af06-7ffe98327681,Convite para reunião,Segue em anexo o relatório financeiro de dezembro para sua revisão.,lynnholland@example.org,2022-08-11,não spam
bacca8e7-930e-4be8-b893-69f8715ac739,Seu cartão de crédito foi aprovado,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,fosterjennifer@example.com,2021-12-17,spam
87319f62-0324-4889-a61f-8e22b89a2546,Nota fiscal de compra,"Por favor, revise o documento do novo projeto para aprovação.",brownjason@example.net,2020-10-15,não spam
2d25a716-496b-407f-8627-5eca7582f4e7,Urgente! Atualize sua conta agora!,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,jonathanwilliamson@example.net,2024-05-16,spam
5e0e1365-f373-407a-bb1f-031d662fcdcd,Convite para reunião,Estou enviando o resumo da reunião de ontem.,alvarezlisa@example.com,2021-08-23,não spam
a2506bbb-2ade-497b-99b0-67d2c3ea9ae5,Urgente! Atualize sua conta agora!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,jasonlawrence@example.net,2024-09-01,spam
5cabfbb6-9ffe-4e9a-9824-a1fe8f447e76,Oferta imperdível!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,randallmargaret@example.org,2023-05-31,spam
14badd62-6385-4af6-a6f4-7717e6f36161,Oferta imperdível!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,kathleenscott@example.com,2024-03-11,spam
f9ada69f-0f8b-4340-b173-76851ab891e2,Seu cartão de crédito foi aprovado,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,belinda02@example.com,2022-02-17,spam
1f67b179-bddb-4bcd-8698-76dd1bf8c620,Relatório de vendas,Confirmando nossa reunião agendada para o dia 15 de janeiro.,bradley01@example.org,2020-03-20,não spam
2ca9d759-0f68-4a42-8638-c8b9f566cc1d,Empréstimo rápido e sem burocracia,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,richardsjose@example.org,2023-12-26,spam
4644feef-20a7-42da-b92f-3a30b2790432,Seu cartão de crédito foi aprovado,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,harrismiguel@example.org,2024-07-08,spam
735002af-98d9-469e-af96-1600c3f60ed7,Convite para reunião,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,tammyflores@example.org,2021-11-15,não spam
3c50859d-42a2-4575-857e-81e82807b20a,Confirmação de reunião,Segue a nota fiscal de compra da última transação.,campbellstephanie@example.com,2020-03-20,não spam
6ac2a563-ab66-4fdc-bb24-6107062a2311,Oferta imperdível!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,thompsondeborah@example.net,2025-01-01,spam
a6c2212e-4717-4def-8973-84eddf82d2eb,Convite para reunião,Confirmando nossa reunião agendada para o dia 15 de janeiro.,awilliams@example.com,2020-02-08,não spam
5822bb15-d504-4d7f-842c-1c294cfc3e8c,Ganhe dinheiro fácil!,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,barnettrobert@example.org,2024-10-22,spam
6976f384-cddd-4a81-8406-97e7288d7f46,Seu cartão de crédito foi aprovado,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,seanperez@example.com,2021-05-11,spam
c21c7c0e-77c6-4b4b-9d98-575c09d4061f,Relatório financeiro de dezembro,"Por favor, revise o documento do novo projeto para aprovação.",wlewis@example.com,2022-07-24,não spam
59f7f783-3a42-45d1-ad96-a67831fa0f77,Nota fiscal de compra,Estou enviando o resumo da reunião de ontem.,michaelruiz@example.org,2021-01-31,não spam
b8e072e9-05a1-475f-9cbe-6743acea9382,Ganhe dinheiro fácil!,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,karendavis@example.org,2021-03-09,spam
4b13957d-e546-4a8a-b409-7b4c1bf2c416,Seu cartão de crédito foi aprovado,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,bonnienichols@example.com,2022-07-30,spam
a53462ef-aedc-4551-95d1-1b242144f62a,Seu cartão de crédito foi aprovado,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,wwise@example.com,2022-07-19,spam
8c1cd3e9-067e-439f-9804-c50d59f246ed,Ganha bitcoins sem sair de casa,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,perezsarah@example.net,2023-08-01,spam
a303b668-e900-4b41-a34a-7137578a3a1a,Empréstimo rápido e sem burocracia,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,loriflores@example.org,2024-11-01,spam
4798cfbc-61c0-42dd-ae54-fd1e4d8c375b,Confirmação de reunião,Segue a agenda da reunião de sexta-feira.,cassandra85@example.net,2024-03-10,não spam
2848fe75-aca9-4741-a7b5-24863f7cdaca,Ganha bitcoins sem sair de casa,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,tinaortega@example.org,2020-07-22,spam
f8440dd8-73c3-420c-ad0b-8fc240c5842b,Confirmação de reunião,Estou enviando o resumo da reunião de ontem.,gnoble@example.net,2021-11-29,não spam
155909a7-77aa-433b-b05c-270041e0bd41,Novo projeto para revisão,Segue a nota fiscal de compra da última transação.,watsonmichael@example.net,2022-08-16,não spam
cc2ec64d-cf7a-4937-b225-18d4950ebece,Nota fiscal de compra,"Por favor, revise o documento do novo projeto para aprovação.",ecox@example.com,2020-01-15,não spam
83bbd8bb-18ab-48df-b6d9-a54fd335bb72,Nota fiscal de compra,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,cabreracorey@example.org,2021-06-06,não spam
10540b04-df4e-41aa-b7fc-40ed8b2797ed,Relatório financeiro de dezembro,"Por favor, revise o documento do novo projeto para aprovação.",john63@example.com,2023-01-07,não spam
05a7be18-4da9-4cef-a15c-72eff5e15e48,Ganhe dinheiro fácil!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,xtrujillo@example.com,2022-07-05,spam
99f51810-3ccf-4c70-b9da-3cfb286fe451,Confirmação de reunião,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,jacob12@example.org,2023-10-28,não spam
4a4187a2-5a7a-4212-83a1-32b75312e1ca,Empréstimo rápido e sem burocracia,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,robertgraham@example.com,2022-11-24,spam
1859e75e-f76b-407a-a801-e63bc4d1938e,Relatório financeiro de dezembro,"Por favor, veja o relatório de vendas do mês passado.",levyeric@example.org,2024-01-28,não spam
968b3473-b152-4aad-b7e1-3f9a38df2552,Relatório de vendas,Segue a nota fiscal de compra da última transação.,james41@example.net,2024-12-07,não spam
14e81647-3b13-4e03-a630-b8793c0d87f7,Seu cartão de crédito foi aprovado,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,nmckenzie@example.com,2024-02-12,spam
c49b2a9c-0e66-4dfc-b151-858a941b7feb,Oferta exclusiva para você!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,stacie13@example.net,2024-01-30,spam
8e64986a-fcf1-4b44-b95a-75b5fbf27884,Convite para reunião,"Por favor, revise o documento do novo projeto para aprovação.",mendozamichael@example.net,2021-12-01,não spam
607fb52c-0727-415a-ab2c-9e6efcaa5ab4,Empréstimo rápido e sem burocracia,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,johnsonleonard@example.net,2020-05-03,spam
981fb042-4be0-4cca-ae84-5f3973510b9e,Convite para reunião,Confirmando nossa reunião agendada para o dia 15 de janeiro.,uwade@example.org,2022-04-09,não spam
