ID,Assunto,Corpo,Remetente,Data,Rótulo
59f3a261-3ea4-47b2-bedf-6bf8e9c8da86,Relatório de vendas,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,kim85@example.net,2021-11-04,não spam
5a032e0d-30b7-456e-a24f-c35fb806e80e,Convite para reunião,"Por favor, veja o relatório de vendas do mês passado.",kcontreras@example.net,2022-08-14,não spam
08392474-8909-465b-bcb6-9b8ade288e24,Ganha bitcoins sem sair de casa,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,zthomas@example.com,2021-04-16,spam
4ce35656-aafc-4528-8029-e5f99561577e,Confirmação de reunião,"Por favor, veja o relatório de vendas do mês passado.",caldwellkimberly@example.net,2023-07-08,não spam
ba0f48b5-c7dc-4bd7-a9aa-6f055999e5e9,Resumo da semana,"Por favor, veja o relatório de vendas do mês passado.",roger65@example.org,2023-07-18,não spam
c7c4cfbe-e4ab-4740-b778-f4a58f3e97d9,Nota fiscal de compra,Estou enviando o resumo da reunião de ontem.,petersenpatrick@example.org,2024-02-11,não spam
bdd9c02d-e8c2-48b2-958f-4be94d4f70ce,Relatório de vendas,Segue a nota fiscal de compra da última transação.,richjeffrey@example.org,2023-03-15,não spam
0690c8f9-8787-42b4-af6a-74ef10084402,Relatório financeiro de dezembro,Segue a agenda da reunião de sexta-feira.,ifreeman@example.com,2023-11-15,não spam
929e15e0-5c5b-4564-ba98-01071a8a2385,Ganhe dinheiro fácil!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,pcolon@example.net,2024-01-23,spam
3c62057c-23ff-444e-ac80-56044dfad779,Urgente! Atualize sua conta agora!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,ysimpson@example.net,2021-05-08,spam
d862b939-aa2a-48f5-bb95-a32517b754b8,Ganhe dinheiro fácil!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,scottyu@example.net,2021-02-11,spam
8bf6b2ec-29b9-4bb7-beaa-e5fd0276c7e8,Novo projeto para revisão,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,webbjames@example.net,2024-01-19,não spam
fd287d13-59e4-4482-8292-659e1a62bb13,Resumo da semana,Segue a nota fiscal de compra da última transação.,weberpaige@example.net,2024-03-02,não spam
aed9e10f-e469-4a49-b8c3-6035bc324abb,Ganhe dinheiro fácil!,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,timothy59@example.net,2020-07-26,spam
05887c24-be18-4f54-8e0c-87a9a24a9961,Urgente! Atualize sua conta agora!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,tmcdonald@example.com,2022-04-30,spam
a3f0c7ed-5332-494d-b0b2-586a7b3c8fb0,Ganha bitcoins sem sair de casa,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,cynthialawrence@example.net,2020-03-08,spam
19ff9e10-0079-47de-8daa-a3dfa1b57344,Oferta exclusiva para você!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,harmstrong@example.net,2022-01-19,spam
0d3adfd3-7239-40bf-a3c4-7eabb992a9a5,Ganha bitcoins sem sair de casa,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,josephlewis@example.org,2022-02-24,spam
f8b6d06c-a2c2-4fd7-bc4b-b9132dfbf15d,Oferta exclusiva para você!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,zhenry@example.net,2022-08-27,spam
f6964307-f63e-4ba6-8898-09603742b07e,Resumo da semana,"Por favor, revise o documento do novo projeto para aprovação.",katherinemorgan@example.com,2024-01-12,não spam
20d902c7-0c5d-4f5b-aa2f-914f209b9934,Seu cartão de crédito foi aprovado,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,gutierreztracy@example.net,2020-03-01,spam
ca097086-8091-45be-b472-5ec80847f8e2,Relatório financeiro de dezembro,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,tlopez@example.org,2024-07-27,não spam
aa59f6df-d2cb-4a4c-a9b2-bb7b052fa341,Urgente! Atualize sua conta agora!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,emilythompson@example.net,2022-10-06,spam
f09703f8-24cf-4e79-acc7-69602b5823df,Relatório financeiro de dezembro,Estou enviando o resumo da reunião de ontem.,anthonyphelps@example.org,2022-11-29,não spam
396c608e-561d-43c2-86c9-a8cf81405cf7,Resumo da semana,Confirmando nossa reunião agendada para o dia 15 de janeiro.,hillphillip@example.org,2020-09-09,não spam
7fa115c2-3def-46f8-8c56-4efb94408ad5,Relatório de vendas,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,boonecassie@example.com,2021-08-04,não spam
515be07d-9d24-4556-9131-989c2138737b,Oferta imperdível!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,eparsons@example.net,2021-07-23,spam
3080bb7a-deb0-41cc-a840-93331d73091a,Relatório de vendas,"Por favor, veja o relatório de vendas do mês passado.",zamoracandace@example.org,2024-10-05,não spam
43e8fd59-b0ca-4617-9044-4a998879e8a4,Relatório financeiro de dezembro,Confirmando nossa reunião agendada para o dia 15 de janeiro.,twolf@example.com,2021-06-29,não spam
4d4713c0-c573-4189-8db8-91ccedb93923,Novo projeto para revisão,Segue a agenda da reunião de sexta-feira.,mariowilliams@example.com,2021-12-24,não spam
8d875ed4-608b-499e-9920-e7f0e08f9e98,Novo projeto para revisão,Segue a agenda da reunião de sexta-feira.,vicki55@example.org,2020-03-26,não spam
5ebef1f6-48d6-4398-9f35-6d24bbad13ef,Você foi selecionado para um prêmio!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,thorn@example.org,2022-06-25,spam
5dc47ddf-6103-40f6-9fda-d9557130d733,Oferta exclusiva para você!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,dbeck@example.com,2021-07-01,spam
b1bf5f97-aafe-4f9b-9bd6-bc21efc95404,Ganhe dinheiro fácil!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,lanenicholas@example.org,2022-05-11,spam
55a19e13-8811-4a0e-b3be-615d1e70f977,Oferta exclusiva para você!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,wmontes@example.org,2024-07-18,spam
abe0ccda-9799-4746-b79f-7c99a0a884cf,Relatório de vendas,"Por favor, revise o documento do novo projeto para aprovação.",logansarah@example.net,2021-08-17,não spam
f49e9a2b-8020-40df-86d3-fdbdcba7e504,Você foi selecionado para um prêmio!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,martindavis@example.org,2022-12-08,spam
b53e7109-6db7-4800-810a-b228396c0217,Novo projeto para revisão,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,walkerfrederick@example.net,2020-04-25,não spam
f6f64352-920e-4b10-9489-aa8167bb4552,Convite para reunião,Confirmando nossa reunião agendada para o dia 15 de janeiro.,shealindsey@example.net,2022-11-29,não spam
38047747-f881-491a-b33d-c2b17e3664c2,Oferta imperdível!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,cherylmoore@example.net,2020-02-19,spam
0c4bd9a3-3022-4560-99d1-39829fdaa76d,Seu cartão de crédito foi aprovado,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,kellyeric@example.org,2024-07-02,spam
76065cfc-d315-4da5-abd7-3bddec4725f8,Oferta imperdível!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,griffinchristopher@example.org,2022-01-16,spam
23f41210-a173-4b54-b467-0546d4a575a4,Oferta imperdível!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,lmccall@example.org,2023-01-07,spam
b1c02802-2321-43f3-b8bf-300c2dfd529a,Relatório de vendas,Confirmando nossa reunião agendada para o dia 15 de janeiro.,jennifer09@example.org,2021-11-24,não spam
95ad6762-764f-4f44-8f97-80a7e21e6f6c,Urgente! Atualize sua conta agora!,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,garrettmadison@example.com,2020-07-03,spam
2af909c1-6b63-4ef7-b1ef-0f2aa2b27bfa,Ganhe dinheiro fácil!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,uferrell@example.com,2020-06-20,spam
e8dd3006-42f1-4203-97a5-ca89d881f74f,Oferta imperdível!,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,williamsdoris@example.org,2024-11-08,spam
f68d1bea-a8c2-418b-a786-74437a5768c2,Resumo da semana,Estou enviando o resumo da reunião de ontem.,tperry@example.net,2023-12-02,não spam
14a8b069-f8d2-4ad9-b7b3-ed71b104dd93,Urgente! Atualize sua conta agora!,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,smithkimberly@example.com,2021-10-04,spam
618192f6-b958-4dcb-adeb-26338275d0ca,Seu cartão de crédito foi aprovado,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,belljames@example.net,2023-10-10,spam
a935914b-696c-4ad2-83eb-665a374d459a,Confirmação de reunião,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,kevinpowell@example.org,2021-12-01,não spam
98820849-ddc2-4f00-b0a9-98bab3632083,Ganhe dinheiro fácil!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,ebarr@example.com,2020-11-09,spam
8abc9b3b-db17-4949-8f1f-0597ddc5bf60,Empréstimo rápido e sem burocracia,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,wilkinsjose@example.net,2023-08-18,spam
3497b4b3-4d4a-4f20-9425-cb63a97a61a1,Seu cartão de crédito foi aprovado,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,kennethjohnson@example.org,2020-11-11,spam
de61d3b6-4ab0-476c-8a3d-077681cb7eb0,Ganha bitcoins sem sair de casa,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,carpentertimothy@example.com,2020-02-09,spam
642e30c7-6e83-4891-a18f-a2440c3f7613,Nota fiscal de compra,Segue a nota fiscal de compra da última transação.,atkinsbenjamin@example.com,2022-12-05,não spam
a5b3e174-dc18-4d83-8757-8eda7f8d98e0,Ganhe dinheiro fácil!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,maria82@example.net,2022-11-13,spam
50db2c42-e48a-40f5-831f-e6c96c7ff369,Relatório financeiro de dezembro,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,christopherli@example.org,2024-09-19,não spam
ba4b4b42-3939-486d-a52f-76016f71d177,Relatório financeiro de dezembro,"Por favor, veja o relatório de vendas do mês passado.",pblevins@example.com,2021-10-13,não spam
a29e1730-3b0c-4cdf-ae7d-512666bcde93,Oferta exclusiva para você!,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,heather03@example.com,2024-01-17,spam
5fdfa541-91f0-4013-a369-a54168ff5a89,Oferta exclusiva para você!,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,erica70@example.org,2021-05-07,spam
a2c77047-179c-4072-a532-71052b60fd31,Ganha bitcoins sem sair de casa,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,thomasskinner@example.com,2023-07-17,spam
c840e198-2eac-4bc4-a322-693bc57871bb,Ganha bitcoins sem sair de casa,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,lorikeith@example.net,2022-08-08,spam
0f99631a-f250-4ca5-bd1c-3674aa953bb0,Você foi selecionado para um prêmio!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,steven75@example.net,2020-09-20,spam
22f561e3-512c-43e9-bd14-ca075ac7b237,Nota fiscal de compra,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,mariahmanning@example.net,2023-10-21,não spam
177fa4a9-0083-4d41-8517-0f5d18aa0171,Resumo da semana,Segue a agenda da reunião de sexta-feira.,donna54@example.net,2022-12-27,não spam
ba27dd60-2aa2-4d91-a085-e8d5bec6f449,Relatório financeiro de dezembro,Segue a nota fiscal de compra da última transação.,qcobb@example.org,2022-09-17,não spam
754ac7fb-71f0-4f46-b195-636fda37851d,Confirmação de reunião,Estou enviando o resumo da reunião de ontem.,ricardo54@example.com,2021-11-19,não spam
549b8185-33d3-48db-8ebd-145a45359b93,Ganha bitcoins sem sair de casa,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,teresa81@example.com,2024-06-03,spam
177e75cc-a717-40fa-96c8-b0edad8614c6,Oferta imperdível!,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,joel66@example.net,2020-03-08,spam
704c4590-e26d-4b0f-8890-48bfc3f0034a,Empréstimo rápido e sem burocracia,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,flittle@example.com,2022-08-26,spam
ddba050c-1eab-418d-9897-ba51d36075d2,Seu cartão de crédito foi aprovado,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,darrell14@example.org,2020-04-17,spam
f0be38f1-cf33-4a29-99dd-fa661aa05ecb,Confirmação de reunião,Estou enviando o resumo da reunião de ontem.,mariatorres@example.net,2024-10-22,não spam
b3da660b-2dd4-4aa2-b352-7cc3e34e2240,Oferta exclusiva para você!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,daniel93@example.org,2020-09-07,spam
83baa5ff-ac7c-4467-ae68-9776869a0a51,Você foi selecionado para um prêmio!,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,rsingleton@example.com,2022-07-17,spam
dfcb0235-cf07-411d-b5f9-d87fe15dfdaa,Empréstimo rápido e sem burocracia,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,edward72@example.net,2023-08-11,spam
867b4579-d0ba-44ec-88bf-26019192412b,Nota fiscal de compra,Confirmando nossa reunião agendada para o dia 15 de janeiro.,mary44@example.org,2023-08-01,não spam
a6a58927-49a8-425c-99fb-e3734ab20ece,Convite para reunião,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,sarah18@example.com,2022-01-02,não spam
06fccde5-725f-419b-a916-60d786f49495,Empréstimo rápido e sem burocracia,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,tjones@example.org,2020-04-27,spam
51b788c5-549e-4530-9eaa-72b6130dba75,Seu cartão de crédito foi aprovado,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,danapeck@example.com,2021-07-14,spam
0f05ca74-df74-4f87-9bbe-1c16fe58e7dc,Convite para reunião,Segue a agenda da reunião de sexta-feira.,bhansen@example.org,2020-09-09,não spam
cec11047-29b5-4eb2-9ab5-c10a3edaecfb,Resumo da semana,Segue em anexo o relatório financeiro de dezembro para sua revisão.,smithbrent@example.net,2021-09-24,não spam
777a8829-e096-49a4-a41b-d6f155bda7ce,Nota fiscal de compra,Estou enviando o resumo da reunião de ontem.,james08@example.net,2020-10-19,não spam
711fd1e1-4423-4ca1-8899-1c6ca9f95876,Convite para reunião,Segue em anexo o relatório financeiro de dezembro para sua revisão.,steven92@example.com,2023-09-15,não spam
230e1baa-596e-4afc-b74d-edd85528ca67,Urgente! Atualize sua conta agora!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,fkennedy@example.com,2023-04-25,spam
cdf04a04-b593-4432-853d-b784d1f74299,Convite para reunião,Estou enviando o resumo da reunião de ontem.,pcook@example.org,2023-02-14,não spam
94b11e48-8e5a-42e3-9f10-906b3160b612,Resumo da semana,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,zgarcia@example.com,2023-01-09,não spam
61543ac0-085e-4184-b3ef-9dce22d3965f,Ganhe dinheiro fácil!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,andrea06@example.org,2025-01-19,spam
34c1aa2b-0b63-4705-8519-69ccf50fd21c,Relatório de vendas,Estou enviando o resumo da reunião de ontem.,jonathan02@example.net,2023-07-07,não spam
e0d815eb-1c7b-4672-ad62-e40b364db899,Ganha bitcoins sem sair de casa,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,flowersjose@example.net,2023-08-02,spam
3672d9e3-da5f-4440-95f2-4dca1575d573,Urgente! Atualize sua conta agora!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,vanessaking@example.net,2023-09-29,spam
155b5f78-7a67-43a9-ae3e-e2b5e95082c4,Seu cartão de crédito foi aprovado,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,shannonsantiago@example.net,2023-09-02,spam
539ca3a3-c686-493f-b8e3-f9becdf2558b,Convite para reunião,"Por favor, revise o documento do novo projeto para aprovação.",bwilliams@example.com,2024-06-23,não spam
e260e801-5097-4f7c-82ea-a2c53161fa85,Nota fiscal de compra,Estou enviando o resumo da reunião de ontem.,luke35@example.com,2020-08-26,não spam
c5bf316c-8deb-4638-8ce5-b5f949ecdd72,Ganha bitcoins sem sair de casa,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,jennifer29@example.com,2023-05-05,spam
e56b15cb-2b59-4e1d-bfee-76c4c2ab4869,Urgente! Atualize sua conta agora!,Parabéns! Você acaba de ganhar um prêmio de 1 milhão de dólares! Clique aqui para resgatar.,aliciacordova@example.net,2024-02-01,spam
8d30f230-6838-443b-aafa-fb362ed9f480,Convite para reunião,Segue a nota fiscal de compra da última transação.,fostermary@example.net,2022-05-19,não spam
9753784f-bcd8-4721-942c-fa20dbedfddc,Confirmação de reunião,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,woodsdavid@example.com,2023-05-10,não spam
780b0479-0ad2-4eee-8cc2-487b20c0d42b,Ganha bitcoins sem sair de casa,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,christophersullivan@example.com,2022-07-13,spam
9b15204a-3238-4817-96b0-d66544e69904,Oferta exclusiva para você!,Não perca a oportunidade de fazer um investimento de baixo risco e alto retorno. Clique agora!,sarah17@example.com,2025-01-22,spam
404036a8-c87f-4765-919b-4b6c70f44e8c,Confirmação de reunião,"Por favor, revise o documento do novo projeto para aprovação.",nealsarah@example.com,2023-07-06,não spam
8edea90c-3cb8-428f-846e-9bcad4d52099,Resumo da semana,"Por favor, veja o relatório de vendas do mês passado.",pclarke@example.net,2023-03-11,não spam
2f72a0a9-6fac-4f51-813f-0a3957b2aab2,Nota fiscal de compra,Confira o resumo de vendas de janeiro. Podemos discutir na reunião de amanhã.,shawnstone@example.net,2024-08-17,não spam
fba37e68-6e46-4bdf-bc51-65a459eec06e,Ganhe dinheiro fácil!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,brianduran@example.org,2020-09-19,spam
8ef4a826-7e1e-481e-9f39-31037b62b22b,Relatório financeiro de dezembro,Estou enviando o resumo da reunião de ontem.,matthew85@example.net,2023-10-07,não spam
38206e42-b04d-4d5e-a541-c0f068e29b1d,Ganha bitcoins sem sair de casa,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,livingstonjeffrey@example.net,2024-11-15,spam
b75a15b1-c663-4f7c-9879-e1cd595ede91,Urgente! Atualize sua conta agora!,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,timothy32@example.com,2022-10-10,spam
37309c93-b57d-4e11-b0ce-b981a29a8a02,Seu cartão de crédito foi aprovado,Ganhe dinheiro fácil e rápido com nosso sistema! Clique agora.,bradley99@example.org,2024-12-17,spam
4000ca80-921d-4515-86a2-c1f5dd769436,Relatório financeiro de dezembro,Segue em anexo o relatório financeiro de dezembro para sua revisão.,oking@example.com,2020-01-02,não spam
a41442ce-216d-4ef2-9d5c-b890309b9091,Oferta exclusiva para você!,Não perca a chance de ganhar bitcoins grátis! Cadastre-se agora.,davisseth@example.org,2024-06-15,spam
bbf3fefb-76b6-40e3-bcd5-ec015aacf06d,Resumo da semana,Estou enviando o resumo da reunião de ontem.,ashley31@example.net,2021-10-05,não spam
d1ec4afb-95c5-4427-af75-83d15aa1b48f,Urgente! Atualize sua conta agora!,A sua conta foi comprometida. Clique aqui para atualizar suas informações imediatamente.,perezsandra@example.org,2020-05-06,spam
74ab991e-e6b9-4b91-a8f1-00ae8abb160c,Ganha bitcoins sem sair de casa,Empréstimo aprovado! Preencha seus dados para receber seu dinheiro hoje mesmo.,christopherharrington@example.net,2020-04-19,spam
49950d4b-a3a8-4433-a803-6b287337d0b4,Resumo da semana,"Por favor, revise o documento do novo projeto para aprovação.",joel32@example.org,2020-11-10,não spam
7590694a-586e-4e44-bc36-4d2f14a6f465,Ganhe dinheiro fácil!,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,vlester@example.org,2022-06-21,spam
24c3fe02-32f4-4dd3-9064-154131541835,Ganha bitcoins sem sair de casa,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,zchapman@example.org,2022-08-20,spam
c29980fb-9935-41df-a7f7-6c38e5006062,Confirmação de reunião,Segue a nota fiscal de compra da última transação.,daniellove@example.com,2024-02-06,não spam
b880a693-cf01-4116-aebe-79cfdfcc97af,Novo projeto para revisão,Confirmando nossa reunião agendada para o dia 15 de janeiro.,bcampbell@example.org,2020-12-26,não spam
6523ddc7-16bc-4f5f-aed9-b3fd37c5f472,Confirmação de reunião,"Por favor, veja o relatório de vendas do mês passado.",gcalhoun@example.com,2022-08-11,não spam
3ca48bf1-9853-41a9-a4f3-afeba614ce4a,Oferta imperdível!,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,kevinalvarez@example.com,2022-10-12,spam
62ec65d7-52bb-4f92-a3fe-828eb26cfb59,Novo projeto para revisão,Confirmando nossa reunião agendada para o dia 15 de janeiro.,sheilamendez@example.org,2022-07-04,não spam
eac89c38-4834-445f-8ff2-bf5874281c51,Resumo da semana,Estou enviando o resumo da reunião de ontem.,nmcmahon@example.org,2024-08-31,não spam
70d346ee-26de-4639-8e3d-b659be62a979,Urgente! Atualize sua conta agora!,Sua chance de ser um milionário está a um clique de distância! Acesse o site.,lblair@example.org,2024-04-09,spam
ee13a107-727e-436d-8562-9ca59340b7fd,Oferta imperdível!,Seu cartão de crédito foi aprovado! Clique no link para ativá-lo.,andrew18@example.net,2022-11-05,spam
